variable,family
"UVCv[P035,New]",UVCv
"UVCv[P036,New]",UVCv
"UVCv[P037,New]",UVCv
"UVCv[P038,New]",UVCv
"UVCv[P039,New]",UVCv
"UVCv[P040,New]",UVCv
"UVCv[P041,New]",UVCv
"UVCv[P042,New]",UVCv
"UVCv[P043,New]",UVCv
"UVCv[P044,New]",UVCv
"UVCv[P045,New]",UVCv
"UVCv[P046,New]",UVCv
"UVCv[P047,New]",UVCv
"UVCv[P048,New]",UVCv
"UVCv[P049,New]",UVCv
"UVCv[P050,New]",UVCv
"UVCv[P051,New]",UVCv
"UVCv[P052,New]",UVCv
"UVCv[P053,New]",UVCv
"UVCv[P054,New]",UVCv
"UVCv[P055,New]",UVCv
"UVCv[P056,New]",UVCv
"UVCv[P057,New]",UVCv
"UVCv[P058,New]",UVCv
"UVCv[P059,New]",UVCv
"UVCv[P060,New]",UVCv
"UVCv[P061,New]",UVCv
"UVCv[P062,New]",UVCv
"UVCv[P063,New]",UVCv
"UVCv[P064,New]",UVCv
"UVCv[P065,New]",UVCv
"UVCv[P066,New]",UVCv
"UVCv[P067,New]",UVCv
"UVCv[P068,New]",UVCv
"UVCv[P069,New]",UVCv
"UVCv[P070,New]",UVCv
"UVCv[P071,New]",UVCv
"UVCv[P072,New]",UVCv
"UVCv[P073,New]",UVCv
"UVCv[P074,New]",UVCv
"UVCv[P075,New]",UVCv
"UVCv[P076,New]",UVCv
"UVCv[P077,New]",UVCv
"UVCv[P078,New]",UVCv
"UVCv[P079,New]",UVCv
"UVCv[P080,New]",UVCv
"UVCv[P081,New]",UVCv
"UVCv[P082,New]",UVCv
"UVCv[P083,New]",UVCv
"UVCv[P084,New]",UVCv
"UVCv[P085,New]",UVCv
"UVCv[P086,New]",UVCv
"UVCv[P087,New]",UVCv
"UVCv[P088,New]",UVCv
"UVCv[P089,New]",UVCv
"UVCv[P090,New]",UVCv
"UVCv[P091,New]",UVCv
"UVCv[P092,New]",UVCv
"UVCv[P093,New]",UVCv
"UVCv[P094,New]",UVCv
"UVCv[P095,New]",UVCv
"UVCv[P096,New]",UVCv
"UVCv[P097,New]",UVCv
"UVCv[P098,New]",UVCv
"UVCv[P099,New]",UVCv
"UVCv[P100,New]",UVCv
UVC[P001],UVC
UVC[P002],UVC
UVC[P003],UVC
UVC[P004],UVC
UVC[P005],UVC
UVC[P006],UVC
UVC[P007],UVC
UVC[P008],UVC
UVC[P009],UVC
UVC[P010],UVC
UVC[P011],UVC
UVC[P012],UVC
UVC[P013],UVC
UVC[P014],UVC
UVC[P015],UVC
UVC[P016],UVC
UVC[P017],UVC
UVC[P018],UVC
UVC[P019],UVC
UVC[P020],UVC
UVC[P021],UVC
UVC[P022],UVC
UVC[P023],UVC
UVC[P024],UVC
UVC[P025],UVC
UVC[P026],UVC
UVC[P027],UVC
UVC[P028],UVC
UVC[P029],UVC
UVC[P030],UVC
UVC[P031],UVC
UVC[P032],UVC
UVC[P033],UVC
UVC[P034],UVC
UVC[P035],UVC
UVC[P036],UVC
UVC[P037],UVC
UVC[P038],UVC
UVC[P039],UVC
UVC[P040],UVC
UVC[P041],UVC
UVC[P042],UVC
UVC[P043],UVC
UVC[P044],UVC
UVC[P045],UVC
UVC[P046],UVC
UVC[P047],UVC
UVC[P048],UVC
UVC[P049],UVC
UVC[P050],UVC
UVC[P051],UVC
UVC[P052],UVC
UVC[P053],UVC
UVC[P054],UVC
UVC[P055],UVC
UVC[P056],UVC
UVC[P057],UVC
UVC[P058],UVC
UVC[P059],UVC
UVC[P060],UVC
UVC[P061],UVC
UVC[P062],UVC
UVC[P063],UVC
UVC[P064],UVC
UVC[P065],UVC
UVC[P066],UVC
UVC[P067],UVC
UVC[P068],UVC
UVC[P069],UVC
UVC[P070],UVC
UVC[P071],UVC
UVC[P072],UVC
UVC[P073],UVC
UVC[P074],UVC
UVC[P075],UVC
UVC[P076],UVC
UVC[P077],UVC
UVC[P078],UVC
UVC[P079],UVC
UVC[P080],UVC
UVC[P081],UVC
UVC[P082],UVC
UVC[P083],UVC
UVC[P084],UVC
UVC[P085],UVC
UVC[P086],UVC
UVC[P087],UVC
UVC[P088],UVC
UVC[P089],UVC
UVC[P090],UVC
UVC[P091],UVC
UVC[P092],UVC
UVC[P093],UVC
UVC[P094],UVC
UVC[P095],UVC
UVC[P096],UVC
UVC[P097],UVC
UVC[P098],UVC
UVC[P099],UVC
UVC[P100],UVC
AC[P001],AC
AC[P002],AC
AC[P003],AC
AC[P004],AC
AC[P005],AC
AC[P006],AC
AC[P007],AC
AC[P008],AC
AC[P009],AC
AC[P010],AC
AC[P011],AC
AC[P012],AC
AC[P013],AC
AC[P014],AC
AC[P015],AC
AC[P016],AC
AC[P017],AC
AC[P018],AC
AC[P019],AC
AC[P020],AC
AC[P021],AC
AC[P022],AC
AC[P023],AC
AC[P024],AC
AC[P025],AC
AC[P026],AC
AC[P027],AC
AC[P028],AC
AC[P029],AC
AC[P030],AC
AC[P031],AC
AC[P032],AC
AC[P033],AC
AC[P034],AC
AC[P035],AC
AC[P036],AC
AC[P037],AC
AC[P038],AC
AC[P039],AC
AC[P040],AC
AC[P041],AC
AC[P042],AC
AC[P043],AC
AC[P044],AC
AC[P045],AC
AC[P046],AC
AC[P047],AC
AC[P048],AC
AC[P049],AC
AC[P050],AC
AC[P051],AC
AC[P052],AC
AC[P053],AC
AC[P054],AC
AC[P055],AC
AC[P056],AC
AC[P057],AC
AC[P058],AC
AC[P059],AC
AC[P060],AC
AC[P061],AC
AC[P062],AC
AC[P063],AC
AC[P064],AC
AC[P065],AC
AC[P066],AC
AC[P067],AC
AC[P068],AC
AC[P069],AC
AC[P070],AC
AC[P071],AC
AC[P072],AC
AC[P073],AC
AC[P074],AC
AC[P075],AC
AC[P076],AC
AC[P077],AC
AC[P078],AC
AC[P079],AC
AC[P080],AC
AC[P081],AC
AC[P082],AC
AC[P083],AC
AC[P084],AC
AC[P085],AC
AC[P086],AC
AC[P087],AC
AC[P088],AC
AC[P089],AC
AC[P090],AC
AC[P091],AC
AC[P092],AC
AC[P093],AC
AC[P094],AC
AC[P095],AC
AC[P096],AC
AC[P097],AC
AC[P098],AC
AC[P099],AC
AC[P100],AC
Nfirm[P001],Nfirm
Nfirm[P002],Nfirm
Nfirm[P003],Nfirm
Nfirm[P004],Nfirm
Nfirm[P005],Nfirm
Nfirm[P006],Nfirm
Nfirm[P007],Nfirm
Nfirm[P008],Nfirm
Nfirm[P009],Nfirm
Nfirm[P010],Nfirm
Nfirm[P011],Nfirm
Nfirm[P012],Nfirm
Nfirm[P013],Nfirm
Nfirm[P014],Nfirm
Nfirm[P015],Nfirm
Nfirm[P016],Nfirm
Nfirm[P017],Nfirm
Nfirm[P018],Nfirm
Nfirm[P019],Nfirm
Nfirm[P020],Nfirm
Nfirm[P021],Nfirm
Nfirm[P022],Nfirm
Nfirm[P023],Nfirm
Nfirm[P024],Nfirm
Nfirm[P025],Nfirm
Nfirm[P026],Nfirm
Nfirm[P027],Nfirm
Nfirm[P028],Nfirm
Nfirm[P029],Nfirm
Nfirm[P030],Nfirm
Nfirm[P031],Nfirm
Nfirm[P032],Nfirm
Nfirm[P033],Nfirm
Nfirm[P034],Nfirm
Nfirm[P035],Nfirm
Nfirm[P036],Nfirm
Nfirm[P037],Nfirm
Nfirm[P038],Nfirm
Nfirm[P039],Nfirm
Nfirm[P040],Nfirm
Nfirm[P041],Nfirm
Nfirm[P042],Nfirm
Nfirm[P043],Nfirm
Nfirm[P044],Nfirm
Nfirm[P045],Nfirm
Nfirm[P046],Nfirm
Nfirm[P047],Nfirm
Nfirm[P048],Nfirm
Nfirm[P049],Nfirm
Nfirm[P050],Nfirm
Nfirm[P051],Nfirm
Nfirm[P052],Nfirm
Nfirm[P053],Nfirm
Nfirm[P054],Nfirm
Nfirm[P055],Nfirm
Nfirm[P056],Nfirm
Nfirm[P057],Nfirm
Nfirm[P058],Nfirm
Nfirm[P059],Nfirm
Nfirm[P060],Nfirm
Nfirm[P061],Nfirm
Nfirm[P062],Nfirm
Nfirm[P063],Nfirm
Nfirm[P064],Nfirm
Nfirm[P065],Nfirm
Nfirm[P066],Nfirm
Nfirm[P067],Nfirm
Nfirm[P068],Nfirm
Nfirm[P069],Nfirm
Nfirm[P070],Nfirm
Nfirm[P071],Nfirm
Nfirm[P072],Nfirm
Nfirm[P073],Nfirm
Nfirm[P074],Nfirm
Nfirm[P075],Nfirm
Nfirm[P076],Nfirm
Nfirm[P077],Nfirm
Nfirm[P078],Nfirm
Nfirm[P079],Nfirm
Nfirm[P080],Nfirm
Nfirm[P081],Nfirm
Nfirm[P082],Nfirm
Nfirm[P083],Nfirm
Nfirm[P084],Nfirm
Nfirm[P085],Nfirm
Nfirm[P086],Nfirm
Nfirm[P087],Nfirm
Nfirm[P088],Nfirm
Nfirm[P089],Nfirm
Nfirm[P090],Nfirm
Nfirm[P091],Nfirm
Nfirm[P092],Nfirm
Nfirm[P093],Nfirm
Nfirm[P094],Nfirm
Nfirm[P095],Nfirm
Nfirm[P096],Nfirm
Nfirm[P097],Nfirm
Nfirm[P098],Nfirm
Nfirm[P099],Nfirm
Nfirm[P100],Nfirm
PX[P001],PX
PX[P002],PX
PX[P003],PX
PX[P004],PX
PX[P005],PX
PX[P006],PX
PX[P007],PX
PX[P008],PX
PX[P009],PX
PX[P010],PX
PX[P011],PX
PX[P012],PX
PX[P013],PX
PX[P014],PX
PX[P015],PX
PX[P016],PX
PX[P017],PX
PX[P018],PX
PX[P019],PX
PX[P020],PX
PX[P021],PX
PX[P022],PX
PX[P023],PX
PX[P024],PX
PX[P025],PX
PX[P026],PX
PX[P027],PX
PX[P028],PX
PX[P029],PX
PX[P030],PX
PX[P031],PX
PX[P032],PX
PX[P033],PX
PX[P034],PX
PX[P035],PX
PX[P036],PX
PX[P037],PX
PX[P038],PX
PX[P039],PX
PX[P040],PX
PX[P041],PX
PX[P042],PX
PX[P043],PX
PX[P044],PX
PX[P045],PX
PX[P046],PX
PX[P047],PX
PX[P048],PX
PX[P049],PX
PX[P050],PX
PX[P051],PX
PX[P052],PX
PX[P053],PX
PX[P054],PX
PX[P055],PX
PX[P056],PX
PX[P057],PX
PX[P058],PX
PX[P059],PX
PX[P060],PX
PX[P061],PX
PX[P062],PX
PX[P063],PX
PX[P064],PX
PX[P065],PX
PX[P066],PX
PX[P067],PX
PX[P068],PX
PX[P069],PX
PX[P070],PX
PX[P071],PX
PX[P072],PX
PX[P073],PX
PX[P074],PX
PX[P075],PX
PX[P076],PX
PX[P077],PX
PX[P078],PX
PX[P079],PX
PX[P080],PX
PX[P081],PX
PX[P082],PX
PX[P083],PX
PX[P084],PX
PX[P085],PX
PX[P086],PX
PX[P087],PX
PX[P088],PX
PX[P089],PX
PX[P090],PX
PX[P091],PX
PX[P092],PX
PX[P093],PX
PX[P094],PX
PX[P095],PX
PX[P096],PX
PX[P097],PX
PX[P098],PX
PX[P099],PX
PX[P100],PX
PP[P001],PP
PP[P002],PP
PP[P003],PP
PP[P004],PP
PP[P005],PP
PP[P006],PP
PP[P007],PP
PP[P008],PP
PP[P009],PP
PP[P010],PP
PP[P011],PP
PP[P012],PP
PP[P013],PP
PP[P014],PP
PP[P015],PP
PP[P016],PP
PP[P017],PP
PP[P018],PP
PP[P019],PP
PP[P020],PP
PP[P021],PP
PP[P022],PP
PP[P023],PP
PP[P024],PP
PP[P025],PP
PP[P026],PP
PP[P027],PP
PP[P028],PP
PP[P029],PP
PP[P030],PP
PP[P031],PP
PP[P032],PP
PP[P033],PP
PP[P034],PP
PP[P035],PP
PP[P036],PP
PP[P037],PP
PP[P038],PP
PP[P039],PP
PP[P040],PP
PP[P041],PP
PP[P042],PP
PP[P043],PP
PP[P044],PP
PP[P045],PP
PP[P046],PP
PP[P047],PP
PP[P048],PP
PP[P049],PP
PP[P050],PP
PP[P051],PP
PP[P052],PP
PP[P053],PP
PP[P054],PP
PP[P055],PP
PP[P056],PP
PP[P057],PP
PP[P058],PP
PP[P059],PP
PP[P060],PP
PP[P061],PP
PP[P062],PP
PP[P063],PP
PP[P064],PP
PP[P065],PP
PP[P066],PP
PP[P067],PP
PP[P068],PP
PP[P069],PP
PP[P070],PP
PP[P071],PP
PP[P072],PP
PP[P073],PP
PP[P074],PP
PP[P075],PP
PP[P076],PP
PP[P077],PP
PP[P078],PP
PP[P079],PP
PP[P080],PP
PP[P081],PP
PP[P082],PP
PP[P083],PP
PP[P084],PP
PP[P085],PP
PP[P086],PP
PP[P087],PP
PP[P088],PP
PP[P089],PP
PP[P090],PP
PP[P091],PP
PP[P092],PP
PP[P093],PP
PP[P094],PP
PP[P095],PP
PP[P096],PP
PP[P097],PP
PP[P098],PP
PP[P099],PP
PP[P100],PP
PROFIT[P001],PROFIT
PROFIT[P002],PROFIT
PROFIT[P003],PROFIT
PROFIT[P004],PROFIT
PROFIT[P005],PROFIT
PROFIT[P006],PROFIT
PROFIT[P007],PROFIT
PROFIT[P008],PROFIT
PROFIT[P009],PROFIT
PROFIT[P010],PROFIT
PROFIT[P011],PROFIT
PROFIT[P012],PROFIT
PROFIT[P013],PROFIT
PROFIT[P014],PROFIT
PROFIT[P015],PROFIT
PROFIT[P016],PROFIT
PROFIT[P017],PROFIT
PROFIT[P018],PROFIT
PROFIT[P019],PROFIT
PROFIT[P020],PROFIT
PROFIT[P021],PROFIT
PROFIT[P022],PROFIT
PROFIT[P023],PROFIT
PROFIT[P024],PROFIT
PROFIT[P025],PROFIT
PROFIT[P026],PROFIT
PROFIT[P027],PROFIT
PROFIT[P028],PROFIT
PROFIT[P029],PROFIT
PROFIT[P030],PROFIT
PROFIT[P031],PROFIT
PROFIT[P032],PROFIT
PROFIT[P033],PROFIT
PROFIT[P034],PROFIT
PROFIT[P035],PROFIT
PROFIT[P036],PROFIT
PROFIT[P037],PROFIT
PROFIT[P038],PROFIT
PROFIT[P039],PROFIT
PROFIT[P040],PROFIT
PROFIT[P041],PROFIT
PROFIT[P042],PROFIT
PROFIT[P043],PROFIT
PROFIT[P044],PROFIT
PROFIT[P045],PROFIT
PROFIT[P046],PROFIT
PROFIT[P047],PROFIT
PROFIT[P048],PROFIT
PROFIT[P049],PROFIT
PROFIT[P050],PROFIT
PROFIT[P051],PROFIT
PROFIT[P052],PROFIT
PROFIT[P053],PROFIT
PROFIT[P054],PROFIT
PROFIT[P055],PROFIT
PROFIT[P056],PROFIT
PROFIT[P057],PROFIT
PROFIT[P058],PROFIT
PROFIT[P059],PROFIT
PROFIT[P060],PROFIT
PROFIT[P061],PROFIT
PROFIT[P062],PROFIT
PROFIT[P063],PROFIT
PROFIT[P064],PROFIT
PROFIT[P065],PROFIT
PROFIT[P066],PROFIT
PROFIT[P067],PROFIT
PROFIT[P068],PROFIT
PROFIT[P069],PROFIT
PROFIT[P070],PROFIT
PROFIT[P071],PROFIT
PROFIT[P072],PROFIT
PROFIT[P073],PROFIT
PROFIT[P074],PROFIT
PROFIT[P075],PROFIT
PROFIT[P076],PROFIT
PROFIT[P077],PROFIT
PROFIT[P078],PROFIT
PROFIT[P079],PROFIT
PROFIT[P080],PROFIT
PROFIT[P081],PROFIT
PROFIT[P082],PROFIT
PROFIT[P083],PROFIT
PROFIT[P084],PROFIT
PROFIT[P085],PROFIT
PROFIT[P086],PROFIT
PROFIT[P087],PROFIT
PROFIT[P088],PROFIT
PROFIT[P089],PROFIT
PROFIT[P090],PROFIT
PROFIT[P091],PROFIT
PROFIT[P092],PROFIT
PROFIT[P093],PROFIT
PROFIT[P094],PROFIT
PROFIT[P095],PROFIT
PROFIT[P096],PROFIT
PROFIT[P097],PROFIT
PROFIT[P098],PROFIT
PROFIT[P099],PROFIT
PROFIT[P100],PROFIT
ULD[P001],ULD
ULD[P002],ULD
ULD[P003],ULD
ULD[P004],ULD
ULD[P005],ULD
ULD[P006],ULD
ULD[P007],ULD
ULD[P008],ULD
ULD[P009],ULD
ULD[P010],ULD
ULD[P011],ULD
ULD[P012],ULD
ULD[P013],ULD
ULD[P014],ULD
ULD[P015],ULD
ULD[P016],ULD
ULD[P017],ULD
ULD[P018],ULD
ULD[P019],ULD
ULD[P020],ULD
ULD[P021],ULD
ULD[P022],ULD
ULD[P023],ULD
ULD[P024],ULD
ULD[P025],ULD
ULD[P026],ULD
ULD[P027],ULD
ULD[P028],ULD
ULD[P029],ULD
ULD[P030],ULD
ULD[P031],ULD
ULD[P032],ULD
ULD[P033],ULD
ULD[P034],ULD
ULD[P035],ULD
ULD[P036],ULD
ULD[P037],ULD
ULD[P038],ULD
ULD[P039],ULD
ULD[P040],ULD
ULD[P041],ULD
ULD[P042],ULD
ULD[P043],ULD
ULD[P044],ULD
ULD[P045],ULD
ULD[P046],ULD
ULD[P047],ULD
ULD[P048],ULD
ULD[P049],ULD
ULD[P050],ULD
ULD[P051],ULD
ULD[P052],ULD
ULD[P053],ULD
ULD[P054],ULD
ULD[P055],ULD
ULD[P056],ULD
ULD[P057],ULD
ULD[P058],ULD
ULD[P059],ULD
ULD[P060],ULD
ULD[P061],ULD
ULD[P062],ULD
ULD[P063],ULD
ULD[P064],ULD
ULD[P065],ULD
ULD[P066],ULD
ULD[P067],ULD
ULD[P068],ULD
ULD[P069],ULD
ULD[P070],ULD
ULD[P071],ULD
ULD[P072],ULD
ULD[P073],ULD
ULD[P074],ULD
ULD[P075],ULD
ULD[P076],ULD
ULD[P077],ULD
ULD[P078],ULD
ULD[P079],ULD
ULD[P080],ULD
ULD[P081],ULD
ULD[P082],ULD
ULD[P083],ULD
ULD[P084],ULD
ULD[P085],ULD
ULD[P086],ULD
ULD[P087],ULD
ULD[P088],ULD
ULD[P089],ULD
ULD[P090],ULD
ULD[P091],ULD
ULD[P092],ULD
ULD[P093],ULD
ULD[P094],ULD
ULD[P095],ULD
ULD[P096],ULD
ULD[P097],ULD
ULD[P098],ULD
ULD[P099],ULD
ULD[P100],ULD
SLD[P001],SLD
SLD[P002],SLD
SLD[P003],SLD
SLD[P004],SLD
SLD[P005],SLD
SLD[P006],SLD
SLD[P007],SLD
SLD[P008],SLD
SLD[P009],SLD
SLD[P010],SLD
SLD[P011],SLD
SLD[P012],SLD
SLD[P013],SLD
SLD[P014],SLD
SLD[P015],SLD
SLD[P016],SLD
SLD[P017],SLD
SLD[P018],SLD
SLD[P019],SLD
SLD[P020],SLD
SLD[P021],SLD
SLD[P022],SLD
SLD[P023],SLD
SLD[P024],SLD
SLD[P025],SLD
SLD[P026],SLD
SLD[P027],SLD
SLD[P028],SLD
SLD[P029],SLD
SLD[P030],SLD
SLD[P031],SLD
SLD[P032],SLD
SLD[P033],SLD
SLD[P034],SLD
SLD[P035],SLD
SLD[P036],SLD
SLD[P037],SLD
SLD[P038],SLD
SLD[P039],SLD
SLD[P040],SLD
SLD[P041],SLD
SLD[P042],SLD
SLD[P043],SLD
SLD[P044],SLD
SLD[P045],SLD
SLD[P046],SLD
SLD[P047],SLD
SLD[P048],SLD
SLD[P049],SLD
SLD[P050],SLD
SLD[P051],SLD
SLD[P052],SLD
SLD[P053],SLD
SLD[P054],SLD
SLD[P055],SLD
SLD[P056],SLD
SLD[P057],SLD
SLD[P058],SLD
SLD[P059],SLD
SLD[P060],SLD
SLD[P061],SLD
SLD[P062],SLD
SLD[P063],SLD
SLD[P064],SLD
SLD[P065],SLD
SLD[P066],SLD
SLD[P067],SLD
SLD[P068],SLD
SLD[P069],SLD
SLD[P070],SLD
SLD[P071],SLD
SLD[P072],SLD
SLD[P073],SLD
SLD[P074],SLD
SLD[P075],SLD
SLD[P076],SLD
SLD[P077],SLD
SLD[P078],SLD
SLD[P079],SLD
SLD[P080],SLD
SLD[P081],SLD
SLD[P082],SLD
SLD[P083],SLD
SLD[P084],SLD
SLD[P085],SLD
SLD[P086],SLD
SLD[P087],SLD
SLD[P088],SLD
SLD[P089],SLD
SLD[P090],SLD
SLD[P091],SLD
SLD[P092],SLD
SLD[P093],SLD
SLD[P094],SLD
SLD[P095],SLD
SLD[P096],SLD
SLD[P097],SLD
SLD[P098],SLD
SLD[P099],SLD
SLD[P100],SLD
"HKTEF[P001,Old]",HKTEF
"HKTEF[P002,Old]",HKTEF
"HKTEF[P003,Old]",HKTEF
"HKTEF[P004,Old]",HKTEF
"HKTEF[P005,Old]",HKTEF
"HKTEF[P006,Old]",HKTEF
"HKTEF[P007,Old]",HKTEF
"HKTEF[P008,Old]",HKTEF
"HKTEF[P009,Old]",HKTEF
"HKTEF[P010,Old]",HKTEF
"HKTEF[P011,Old]",HKTEF
"HKTEF[P012,Old]",HKTEF
"HKTEF[P013,Old]",HKTEF
"HKTEF[P014,Old]",HKTEF
"HKTEF[P015,Old]",HKTEF
"HKTEF[P016,Old]",HKTEF
"HKTEF[P017,Old]",HKTEF
"HKTEF[P018,Old]",HKTEF
"HKTEF[P019,Old]",HKTEF
"HKTEF[P020,Old]",HKTEF
"HKTEF[P021,Old]",HKTEF
"HKTEF[P022,Old]",HKTEF
"HKTEF[P023,Old]",HKTEF
"HKTEF[P024,Old]",HKTEF
"HKTEF[P025,Old]",HKTEF
"HKTEF[P026,Old]",HKTEF
"HKTEF[P027,Old]",HKTEF
"HKTEF[P028,Old]",HKTEF
"HKTEF[P029,Old]",HKTEF
"HKTEF[P030,Old]",HKTEF
"HKTEF[P031,Old]",HKTEF
"HKTEF[P032,Old]",HKTEF
"HKTEF[P033,Old]",HKTEF
"HKTEF[P034,Old]",HKTEF
"HKTEF[P035,Old]",HKTEF
"HKTEF[P036,Old]",HKTEF
"HKTEF[P037,Old]",HKTEF
"HKTEF[P038,Old]",HKTEF
"HKTEF[P039,Old]",HKTEF
"HKTEF[P040,Old]",HKTEF
"HKTEF[P041,Old]",HKTEF
"HKTEF[P042,Old]",HKTEF
"HKTEF[P043,Old]",HKTEF
"HKTEF[P044,Old]",HKTEF
"HKTEF[P045,Old]",HKTEF
"HKTEF[P046,Old]",HKTEF
"HKTEF[P047,Old]",HKTEF
"HKTEF[P048,Old]",HKTEF
"HKTEF[P049,Old]",HKTEF
"HKTEF[P050,Old]",HKTEF
"HKTEF[P051,Old]",HKTEF
"HKTEF[P052,Old]",HKTEF
"HKTEF[P053,Old]",HKTEF
"HKTEF[P054,Old]",HKTEF
"HKTEF[P055,Old]",HKTEF
"HKTEF[P056,Old]",HKTEF
"HKTEF[P057,Old]",HKTEF
"HKTEF[P058,Old]",HKTEF
"HKTEF[P059,Old]",HKTEF
"HKTEF[P060,Old]",HKTEF
"HKTEF[P061,Old]",HKTEF
"HKTEF[P062,Old]",HKTEF
"HKTEF[P063,Old]",HKTEF
"HKTEF[P064,Old]",HKTEF
"HKTEF[P065,Old]",HKTEF
"HKTEF[P066,Old]",HKTEF
"HKTEF[P067,Old]",HKTEF
"HKTEF[P068,Old]",HKTEF
"HKTEF[P069,Old]",HKTEF
"HKTEF[P070,Old]",HKTEF
"HKTEF[P071,Old]",HKTEF
"HKTEF[P072,Old]",HKTEF
"HKTEF[P073,Old]",HKTEF
"HKTEF[P074,Old]",HKTEF
"HKTEF[P075,Old]",HKTEF
"HKTEF[P076,Old]",HKTEF
"HKTEF[P077,Old]",HKTEF
"HKTEF[P078,Old]",HKTEF
"HKTEF[P079,Old]",HKTEF
"HKTEF[P080,Old]",HKTEF
"HKTEF[P081,Old]",HKTEF
"HKTEF[P082,Old]",HKTEF
"HKTEF[P083,Old]",HKTEF
"HKTEF[P084,Old]",HKTEF
"HKTEF[P085,Old]",HKTEF
"HKTEF[P086,Old]",HKTEF
"HKTEF[P087,Old]",HKTEF
"HKTEF[P088,Old]",HKTEF
"HKTEF[P089,Old]",HKTEF
"HKTEF[P090,Old]",HKTEF
"HKTEF[P091,Old]",HKTEF
"HKTEF[P092,Old]",HKTEF
"HKTEF[P093,Old]",HKTEF
"HKTEF[P094,Old]",HKTEF
"HKTEF[P095,Old]",HKTEF
"HKTEF[P096,Old]",HKTEF
"HKTEF[P097,Old]",HKTEF
"HKTEF[P098,Old]",HKTEF
"HKTEF[P099,Old]",HKTEF
"HKTEF[P100,Old]",HKTEF
"HKTEF[P001,New]",HKTEF
"HKTEF[P002,New]",HKTEF
"HKTEF[P003,New]",HKTEF
"HKTEF[P004,New]",HKTEF
"HKTEF[P005,New]",HKTEF
"HKTEF[P006,New]",HKTEF
"HKTEF[P007,New]",HKTEF
"HKTEF[P008,New]",HKTEF
"HKTEF[P009,New]",HKTEF
"HKTEF[P010,New]",HKTEF
"HKTEF[P011,New]",HKTEF
"HKTEF[P012,New]",HKTEF
"HKTEF[P013,New]",HKTEF
"HKTEF[P014,New]",HKTEF
"HKTEF[P015,New]",HKTEF
"HKTEF[P016,New]",HKTEF
"HKTEF[P017,New]",HKTEF
"HKTEF[P018,New]",HKTEF
"HKTEF[P019,New]",HKTEF
"HKTEF[P020,New]",HKTEF
"HKTEF[P021,New]",HKTEF
"HKTEF[P022,New]",HKTEF
"HKTEF[P023,New]",HKTEF
"HKTEF[P024,New]",HKTEF
"HKTEF[P025,New]",HKTEF
"HKTEF[P026,New]",HKTEF
"HKTEF[P027,New]",HKTEF
"HKTEF[P028,New]",HKTEF
"HKTEF[P029,New]",HKTEF
"HKTEF[P030,New]",HKTEF
"HKTEF[P031,New]",HKTEF
"HKTEF[P032,New]",HKTEF
"HKTEF[P033,New]",HKTEF
"HKTEF[P034,New]",HKTEF
"HKTEF[P035,New]",HKTEF
"HKTEF[P036,New]",HKTEF
"HKTEF[P037,New]",HKTEF
"HKTEF[P038,New]",HKTEF
"HKTEF[P039,New]",HKTEF
"HKTEF[P040,New]",HKTEF
"HKTEF[P041,New]",HKTEF
"HKTEF[P042,New]",HKTEF
"HKTEF[P043,New]",HKTEF
"HKTEF[P044,New]",HKTEF
"HKTEF[P045,New]",HKTEF
"HKTEF[P046,New]",HKTEF
"HKTEF[P047,New]",HKTEF
"HKTEF[P048,New]",HKTEF
"HKTEF[P049,New]",HKTEF
"HKTEF[P050,New]",HKTEF
"HKTEF[P051,New]",HKTEF
"HKTEF[P052,New]",HKTEF
"HKTEF[P053,New]",HKTEF
"HKTEF[P054,New]",HKTEF
"HKTEF[P055,New]",HKTEF
"HKTEF[P056,New]",HKTEF
"HKTEF[P057,New]",HKTEF
"HKTEF[P058,New]",HKTEF
"HKTEF[P059,New]",HKTEF
"HKTEF[P060,New]",HKTEF
"HKTEF[P061,New]",HKTEF
"HKTEF[P062,New]",HKTEF
"HKTEF[P063,New]",HKTEF
"HKTEF[P064,New]",HKTEF
"HKTEF[P065,New]",HKTEF
"HKTEF[P066,New]",HKTEF
"HKTEF[P067,New]",HKTEF
"HKTEF[P068,New]",HKTEF
"HKTEF[P069,New]",HKTEF
"HKTEF[P070,New]",HKTEF
"HKTEF[P071,New]",HKTEF
"HKTEF[P072,New]",HKTEF
"HKTEF[P073,New]",HKTEF
"HKTEF[P074,New]",HKTEF
"HKTEF[P075,New]",HKTEF
"HKTEF[P076,New]",HKTEF
"HKTEF[P077,New]",HKTEF
"HKTEF[P078,New]",HKTEF
"HKTEF[P079,New]",HKTEF
"HKTEF[P080,New]",HKTEF
"HKTEF[P081,New]",HKTEF
"HKTEF[P082,New]",HKTEF
"HKTEF[P083,New]",HKTEF
"HKTEF[P084,New]",HKTEF
"HKTEF[P085,New]",HKTEF
"HKTEF[P086,New]",HKTEF
"HKTEF[P087,New]",HKTEF
"HKTEF[P088,New]",HKTEF
"HKTEF[P089,New]",HKTEF
"HKTEF[P090,New]",HKTEF
"HKTEF[P091,New]",HKTEF
"HKTEF[P092,New]",HKTEF
"HKTEF[P093,New]",HKTEF
"HKTEF[P094,New]",HKTEF
"HKTEF[P095,New]",HKTEF
"HKTEF[P096,New]",HKTEF
"HKTEF[P097,New]",HKTEF
"HKTEF[P098,New]",HKTEF
